Sentence, Probility
 像是 已经 干涸 的 青岛 河 河床 ,2.5736963223698927e-13
 或者 某座 百 年前 的 建筑 ,2.6396200550650217e-09
 脚下 的 水泥 马路 偶尔 会 变成 凹凸不平 的 砖 铺 老路 ,6.41385257900321e-21
 一些 庭院 的 大门 也 显出 了 斑 斑 的 锈 迹 ,3.1787701737376695e-22
 就 连 一些 八 九十年代 修建 的 楼房 好像 也 受到 了 侵蚀 ,1.4352882165976096e-25
 变得 古朴 起来 ,0.0039357429718875495
 在 某个 瞬间 ,7.553591964211388e-06
 他 突然 看到 了 一座 两层 的 德 式 小楼 ,1.0493871544285088e-19
 那 是 一座 典雅 但 却 太 起 眼 的 建筑 ,4.45208537652589e-21
 有着 陡峭 的 砖 红色 复折式 屋顶 与 嵌 在 精致 拱 卷 里 的 狭长 窗户 ,1.197863351823999e-27
 临街 那 一面 的 山墙 已经 很 老旧 了 ,1.0480235692455864e-15
 显出 一种 灰暗 的 黄色 ,1.0292556013574057e-07
 连 带 着 那些 装饰 用 的 拱 卷 与 圆形 抚 壁 柱 也是 坑坑洼洼 的 模样 ,9.811478784259276e-27
 建筑 与 沿 街 的 院墙 间 有着 一棵 疯长 的 树 ,2.4215925504274526e-22
 虽然 叶子 已经 落 光 了 ,2.152770396277867e-09
 但 繁茂 的 枝桠 依旧 遮挡住 了 小楼 的 一角 ,1.340173307604469e-19
 劳 铭 昌 后来 在 日记 里 回忆 说 ,7.090679403102204e-13
 他 突然 了 有 了 一种 似 曾 相识 的 感觉 ,2.41075195409357e-23
 就 好象 直觉 般地 意识 到 了 这座 老 楼 就是 自己 寻找 的 目标 ,1.4230387337740444e-26
 对照 过 手上 的 两 份 地图 后 ,3.332629586736649e-14
 他 确定 了 自己 的 想法 ,9.980078477468541e-12
 那 的确 是 劳 家 大院 ,7.2578041435876894e-12
 或者 劳 家 大院 的 一部分 ,9.171712238012868e-11
 只是 它 如今 有 了 新 的 称呼 — — 隆 口 路 5 号 ,6.720918637275126e-27
 由于 年代 变 迁 ,7.092405357226672e-08
 劳 家 大院 已经 完全 没有 了 原来 的 样子 ,6.519481306409651e-19
 那些 历史 文字 里 经常 提到 的 那些 格外 高大 的 院墙 早就 被 拆 掉 了 ,3.7287872607594983e-32
 取而代之 的 是 一些 居民 们 自行 修建 起来 的 简陋 砖墙 ,4.2740560179786096e-23
 两座 矮 一些 的 厢 房 也 没 了 踪影 ,6.7901601496850985e-18
 只 留下 当年 的 主楼 还 保存 得 比较 完好 ,3.1139842166275974e-19
 如今 与 老旧 主楼 相 伴 的 是 一座 是 大概 在 七八十 年代 修建 起来 的 筒子楼 ,6.833129134512112e-36
 两座 楼房 之间 不算 宽敞 的 空地 上 停放 着 一排 居民 们 出行 用 的 自行车 与 电瓶 车 ,1.0614696317968702e-35
 而 那些 远离 主要 过道 的 墙根 边 则 堆放 着 日用 杂物 与 种植 蔬菜 花草 的 花盆 或 破 脸盆 ,2.7642744254086032e-39
 这些 景象 让 这个 从 外面 看起来 还 带有 些许 怀 旧 意味 的 院子 融 进 了 许多 生活 的 气息 ,5.5852965168655335e-42
 但 奇怪的是 ,0.0007070707070707071
 所 有的 东西 都 刻意 地 避开 了 那座 老 楼 ,2.3572109757849557e-21
 给 它 留出 了 一小块 空荡 的 角落 ,1.2895581883798271e-14
 就 好象 它 是 一个 独立 在外 的 空间 一样 ,1.3231251215980627e-18
 劳 铭 昌 按 捺 住 激动 的 情绪 ,5.459985033296351e-11
 走进 了 院子 ,2.2718579393321198e-05
 想要 靠近 仔细 看看 ,3.412892874466735e-05
 却 发现 那座 老 楼 里 并 没有 住 人 ,3.968779703402862e-20
 窗户 上 也 蒙着 一层 灰 ,9.35717128117892e-09
 不过 那些 花岗岩 修建 的 墙根 ,1.2533821408940687e-11
 和 已经 快 被 时间 抹 平 的 雕花 楣 饰 ,4.309522202655504e-22
 还有 残破 的 石雕 装饰 栏杆 ,3.1708563306258882e-09
 仍 让 人能 从 凋 败 之中 窥见 当年 的 豪华 与 舒适 ,1.1279550407462558e-22
 于是 他们 转向 了 其他 的 地方 ,8.777151435440285e-15
 和 一个 待 在 院子 的 向阳 处 晒 太阳 的 老头 攀谈 了 起来 ,3.9050549640705286e-30
 那个 老头 名叫 李 荣 德 ,1.5942185177427971e-09
 是 土生土长 的 青岛 人 ,3.14002188151908e-10
 他 告诉 劳 铭 昌 与 罗 广 胜 ,5.053611906078794e-14
 那座 老 楼 的 主人 住 在外 地 ,1.485507938095827e-13
 而且 每年 只会 回来 一两个 星期 稍微 打扫 一下 旧 楼 ,1.1099293524516905e-15
 但 从不 在 里面 过夜 ,2.0783684640318368e-10
 所以 它 就 一直 这么 空着 ,6.397004554596752e-12
 早 些 年 也 曾 有 几个 人 曾经 租 过 这栋 老 楼 ,1.4711164476439726e-27
 但 最多 住 上 一两个 月 就会 另寻 别处 ,6.9396774366036164e-12
 所以 老 楼 大部分 时间 都 是 空着 的 ,2.1148848285136986e-15
 街坊 邻居们 都 不太 喜欢 这座 老 楼 ,2.687481453527096e-10
 因为 老 楼 周围 偶尔 会 若有若无 地 飘荡 着 一股 不 知道 从 什么 地方 传 出来 的 奇怪 臭味 ,4.253075437662778e-41
 还有 些 坊间 的 流言 说 房子 里 闹鬼 ,7.904530753009087e-17
 因为 有些 人 说 在 某些 靠近 老 楼 的 位置 上 能够 模模糊糊 地 听到 一些 人声 ,6.615133981789653e-38
 但 却 听 不 清楚 具体 的 内容 ； 还 有些 人 说 老 楼 里会 传来 有 节奏 的 哨声 ,1.921117616730295e-43
 李 荣 国 最后 补充 说 ,1.5888061013535707e-11
 这些 故事 不必 当真 ,8.341541117961061e-07
 他 在 这个 院子 里 住 了 二 十多年 ,1.6259493498636136e-18
 这种 骗 小孩 的 故事 听 得 多 了 ,2.0718594986724274e-15
 但 没人能 说出 个 子丑寅卯 来 ,2.487438487438487e-08
 至于 那种 经常出现 的 奇怪 臭味 ,2.0267098633614443e-10
 他 倒是 经常 闻到 ,2.7951558238253206e-07
 但 那 很 可能 是 下水道 的 问题 ,1.3024978437298823e-14
 并不 稀奇 ,1.4
 但 对于 劳 铭 昌 而言 ,5.879400061218241e-07
 这些 离奇 的 传闻 只是 发现 之旅 的 意外 插曲 而已 ,1.1359035233261151e-20
 能够 亲眼 看见 祖先 曾 生活 过 的 地方 已经 足够 让 他 心满意足 了 ,1.660738056264558e-26
 而 老 楼 的 状况 更 让 他 有 了 新 的 想法 ,1.0926406946727878e-26
 在 发现 老 楼 的 一个月 后 ,3.547419840818007e-16
 他 联系 上 了 那座 房子 的 主人 ,2.9474790467402214e-17
 讲述 了 其中 的 原委 ,7.383738864149996e-11
 并 最终 以 一个 比较 低 的 价格 将 它 整个 租 了 下来 ,1.784086609967761e-30
 当作 他 在 青岛 的 新家 ,2.1835934417631653e-13
 根据 劳 铭 昌 日记 里 的 叙述 ,4.5123966982694306e-11
 由于 老 楼 常年 无人居住 ,1.1708898924112628e-08
 内部 的 状况 已经 非常 糟糕 了 ,3.90077979967032e-13
 各处 的 隔墙 都 有 不同 程度 的 损坏 ,2.956262568389876e-16
 二楼 的 一些 木头 地板 也 都 腐朽 了 ,7.795382936072999e-15
 需要 彻底 更换 ,2.963231736816642e-05
 整座 建筑 实际上 就 只 剩下 了 一个 空空 的 外壳 而已 ,1.5114438664997732e-21
 但 他 没有 抱怨 什么 ,1.0585085044840965e-08
 而是 陆陆续续 地 雇 人 彻底 打扫 了 那栋 老 楼 ,1.8141516225611227e-19
 并 进行 了 彻底 的 整修 ,4.9852260818761896e-14
 在 大院 里 的 街坊 们 看来 ,7.653457192109498e-14
 这 实在 是 件 不可 意思 的 事情 ； 但 罗 广 胜 的 支持 与 老年人 特 有的 固执 让 他 坚持 了 下来 ,8.337210780957496e-51
 那 毕竟 是 他 的 祖辈 百年 前 曾经 生活 过 的 地方 ,3.6420636601928555e-25
 因此 劳 铭 昌 所 感 受到 的 激动 其实 并 不难 想象 ,1.2180843673403323e-20
 修缮 工作 一直 持续 到 2012 年 三月 下旬 ,5.348993506855294e-16
 劳 铭 昌 在 四月 上旬 搬进 了 那座 老 楼 ,6.387718741510387e-16
 开始 了 他 的 新 生活 ,1.160196584137664e-10
 从 那段 时间 留下 的 日记 来看 ,1.7104359432066256e-13
 老 楼 里 的 日子 并 不是 特 别的 舒适 ,1.2177359071147611e-16
 虽然 经过 了 改造 和 整修 ,5.313810958840617e-14
 但 老 楼 里 的 水压 与 电力 都 远 不如 现代化 的 楼房 那样 稳定 — — 在 2012 年 冬天 ,4.1167084807246534e-46
 他 还 遇到 了 供暖 不足 的 问题 — — 但 除开 这些 早有 准备 的 不便 之外 ,1.4739170190692754e-34
 更令 他 感到 困惑 的 是 那种 邻居们 曾经 提到 过 的 臭味 ,1.5963138747148188e-22
 他 在 日记 里 将 之 描述 成 一种 动物 死亡 后 开始 腐烂 的 味道 ,1.2202204452978016e-35
 但 最 让 劳 铭 昌 感到 心烦意乱 的 是 他 一直 没能 找到 它 的 源头 ,2.2558286391802773e-30
 这种 气味 在 一楼 东 侧 的 一个 没有 窗户 的 小 单间 里 最为 明显 ,1.213549038236442e-30
 但 离开 那个 单间 后 ,3.4436158109439134e-08
 味道 就会 明显 变 淡 ,1.0535900389446544e-06
 只有 偶尔 能 注意 得到 ； 而 二楼 的 房间 里 就 几乎 闻 不到 那种 的 气味 了 — — 不过 ,6.685192529876414e-45
 有时候 气味 会 变得 特别 浓烈 ,2.2991825130172586e-10
 甚至 在 二楼 或者 户外 靠近 房子 的 地方 也 能 察觉 得到 ,4.788461438970934e-23
 然而 那个 单间 是 空 的 ,6.527448125206169e-10
 里面 只有 一块 不到 二十 平米 的 空地 与 四面 墙壁 ,7.0419074343327585e-19
 房间 地面 是 几十年 前 房屋 翻修 时 挖 掉 朽 烂 的 木头 地板 后 铺设 的 水泥 ,4.788019649162905e-35
 因此 不太可能 藏 了 什么 死物 ,2.554661455965935e-10
 况且 在 他 搬进 来 之前 ,1.7846607711204913e-11
 房子 已经 有 十多年 没有 住 人 了 ,4.906566846811857e-16
 即使 有人 曾经 埋 过 什么 东西 也 肯定 完全 腐烂 了 ； 再者 ,3.603515313991131e-29
 关于 奇怪 臭味 的 抱怨 一直 贯穿 在 这座 房屋 的 历史 中 ,2.2882938297471568e-26
 甚至 早 在 二十世纪 初 ,3.913976158007463e-08
 劳 家 大院 被 租界 政府 彻底 关闭 前 的 最后 一 任 住户 德国 商人 威廉 • 海森堡 在 神秘 失踪 前 也 抱怨 过 房子 里 的 恶臭 ,5.4430997833690884e-55
 如果 说 那种 奇怪 的 臭味 还 仅仅只是 让 人心 烦 意 乱 的话 ,3.461676457488843e-24
 那么 另 一个 谜团 则 显得 有些 阴森 不祥 起来 ,2.804218662962806e-15
 劳 铭 昌 第一次 注意 到 这个 谜团 是 在 搬进 老 楼 的 一个月 后 ,2.8724932863078875e-26
 他 将 当时 的 详细情况 全都 写 进 了 日记 里 ,3.8847505154260046e-21
 2012 年 5 月 9 日 下午 ,5.254182883178106e-10
 劳 铭 昌 吃 过 晚饭 后 觉得 有些 疲倦 ,5.55839893381093e-14
 于是 关掉 了 电视 在 一楼 客厅 的 沙发 上 躺 了 一会儿 ,2.642561933820305e-27
 但 等到 他 睁开 眼睛 的 时候 天 已经 完全 黑 了 ,1.7193017617908742e-23
 房间 里 只有 一点点 从 窗户 里 漏 进来 的 路灯 光芒 ,2.3990519370665253e-21
 当时 一定 很晚 了 ,2.854319446611535e-05
 因为 四下 里 一点儿 声音 也 没有 ,2.4751919013236765e-11
 但 他 没有 立刻 起身 ,3.799774118660859e-09
 而是 在 沙发 上 迷 迷 糊糊 地 躺 着 ,9.67248176883486e-16
 想 等 自己 清醒 些 再 做 打算 ,2.6132104513204917e-18
 这个 时候 ,0.011075949367088608
 他 突然 觉得 自己 隐隐约约 地 听到 了 一些 细碎 的 声音 ,8.299655598329528e-23
 他 以为 自己 还 没有 完全 清醒过来 ,2.1106679676637505e-14
 而 那些 声音 只是 梦境 的 残余 ,4.360437398905632e-16
 所以 他 没有 理会 ,1.253097201178957e-07
 依旧 一动不动 地 躺 着 ,2.635861079667434e-07
 但 一段时间 之后 ,4.4995408631772265e-05
 那种 声音 并 没有 消失 ,3.3351191434396075e-09
 却 始终 在 恰好 能 听见 的 边缘 徘徊 不定 ,1.4280774235874385e-20
 他 敢肯定 那 不是 老鼠 之类 的 动物 ,5.1591996326799064e-15
 而是 人 说话 的 声音 ,1.5230620359438718e-09
 但 它 是 在 太 微弱 了 ,3.435576248151489e-13
 完全 无法 分辨 其中 的 内容 ,4.3458059806234994e-10
 他 想要 起身 查看 ,1.59777150470015e-06
 但 在 那种 极度 紧张 的 情况 下 ,1.5321912657885421e-13
 他 觉得 自己 的 身体 完全 僵 住 了 ,4.955345529674833e-14
 动弹不得 ,1
 那种 细碎 的 声音 就 这样 持续 了 大概 十 到 十五分钟 的 时间 ,5.160075518912141e-28
 然后 逐渐 淡出 了 人 耳 能 听到 的 范围 ,5.702580887548402e-20
 劳 铭 昌 又 花 了 几分钟 才 终于 扶 着 沙发 慢慢 爬 了 起来 ,4.3013255516499555e-26
 他 在 黑暗 里 站 了 一会儿 ,9.651393111389817e-15
 然后 打开 了 灯 ,8.60191647188007e-08
 彻底 地 检查 了 一遍 房子 ,1.14618456129005e-11
 然而 所有 门窗 都 是 锁 好 的 ,3.3870978185988824e-13
 没有 被 破坏 的 痕迹 ,4.1677292828171164e-10
 也 没有 任何迹象 说明 房子 里 曾 有 其他人 出入 ,3.7983598722309964e-18
 倒是 那种 恶心 的 臭味 似乎 变得 更 明显 了 — — 但 劳 铭 昌 也 在 日记 里 承认 ,1.3291353032236679e-37
 这 或许 只是 极度 紧张 后 的 错觉 而已 ,4.884042222159499e-17
 然而 事情 仅仅 才是 开始 ,7.05500797949023e-07
 到 了 八 月份 ,1.3209917217039927e-07
 他 又 听见 了 那种 声音 三次 — — 而且 他 觉得 那种 声音 实际 出现 的 次数 可能 会 更 多 一些 ,1.4029777835834867e-45
 因为 它们 实在 太 微弱 了 ,1.455543785011711e-09
 很难 引起 注意 ,0.0006891701828410687
 后 三次 经历 也 都 发生 在 深夜 — — 因为 只有 那个 时候 才 足够 安静 ,9.086230578424601e-33
 让 他 能够 注意 到 那种 微弱 的 声音 — — 每次 的 时间 大概 在 五分钟 到 十五分钟 不等 ,1.0745948291645576e-38
 和 最初 听到 的 声音 一样 ,3.2030287850511916e-12
 他 后来 听到 也是 人 说话 的 声音 ,2.8845294184463894e-15
 而且 也 一样 模糊 ,1.604844368011094e-07
 完全 无法 分辨 ,0.00010314462466817133
 其中 有 一次 ,5.4187166897907564e-05
 他 还 听到 了 几声 似乎 带有 某种 节奏 的 哨声 或者 笛 音 — — 但 那种 声音 也 仅仅 只 比 人声 略微 明显 那么 一点儿 ,5.776617389812964e-51
 每次 声音 结束 后 ,2.6180656969838574e-05
 他 都会 去 检查 房子 里 的 所有 门窗 ,8.203910297565844e-17
 但 每次 都 一无所获 ,3.5786872999378156e-08
 在 第三次 听到 那种 声音 的 时候 — — 也 就是 听到 哨声 的 那 一次 — — 他 壮 起 胆子 ,3.2686702178669147e-43
 小 心地 在 房子 里 寻找 了 一会儿 ,3.4750596399713995e-16
 随后 发现 那些 细碎 的 人声 似乎 是从 一楼 东 侧 那个 的 臭味 特别 明显 的 小 单间 里 传出 来 的 ,3.0982047603406967e-40
 那个 单间 里 显然 没有 任何 东西 能 发出 这样 的 声音 — — 事实上 ,2.0276548187468575e-27
 他 没有 在 那个 单间 里 摆放 任何 东西 ,1.2852887903146983e-16
 在 第四次 听到 那种 声音 后 ,9.046981911802568e-11
 他 终于 下定决心 要不 惜 一切 代价 找出 合理 的 解释 ,3.1101841519406712e-15
 因为 这个 诡异 的 谜团 已经 让 他 觉得 有些 神经衰弱 了 ,4.33319616501856e-22
 毫无疑问 ,1
 那个 可疑 的 小 单间 成 为了 一个 显而易见 的 起点 ,2.555775874109498e-20
 但 最初 的 几次 检查 并 没有 揭露 任何 有 价值 的 线索 ,5.479007437980322e-27
 在 对 老 楼 进行 了 一次 简单 的 测量 后 ,7.80455780354493e-24
 他 发现 了 单间 隐藏 的 秘密 ,1.2380566156662662e-12
 按照 房屋 的 布局 来看 ,5.030084215107094e-10
 那个 神秘 的 小 单间 应该 是 长方形 的 ,2.64040469301405e-14
 但 他 实际 看到 的 单间 却 更 接近 正方形 ,8.227778551205457e-21
 这 意味着 在 单间 东面 的 那 堵墙 后 可能 还 藏 着 一个 隐秘 的 夹层 ,2.150601513327063e-34
 而 等到 他 找 来 罗 广 胜 一同 铲除 掉 东面 墙壁 上 的 灰泥 后 ,1.7409107601408485e-28
 这个 猜想 得到 了 证实 — — 因为 在 刮 掉 老旧 灰浆 的 墙面 上 有 一扇 被 完全 封死 的 门 ,3.764698930262712e-43
 用来 封堵 门 的 材料 是 非常 古老 的 旧式 德 制 砖头 ,8.462020150734394e-23
 这 将 怀疑 的 对象 缩小 到 了 三个 — — 封堵 房门 的 可能 是 劳 家 的 某位 成员 ,4.5501585275881295e-42
 或者 曾经 在 房子 里 住 过 的 德国 商人 威廉 • 海森堡 ,6.141253958276472e-24
 或者 最终 下令 彻底 封锁 大院 的 租界 政府 ,3.108124945865739e-14
 但 不论是 谁 封堵 了 这 扇门 ,4.50936944801494e-13
 他 所 传达 的 信息 却 很 清楚 ,4.1230461975213084e-17
 因为 他 不仅 封死 了 房门 ,1.9586552375432813e-12
 还 特意 刮 掉 了 整 堵墙 的 灰泥 重新 粉刷 了 一遍 ,2.256117444272084e-22
 将 封死 的 门 完全 藏 进 了 隔墙 里 ,1.3385330899829823e-18
 不留 任何 痕迹 — — 如此 大 费 周 章 的 工作 说明 那 个人 不仅 不 希望 其他人 进入 夹层 ,2.6376015037558856e-42
 而且 还要 将门 后 的 秘密 永远 地 埋葬 下去 ,3.9574674596504356e-17
 确保 不再 有人 发现 ,8.476199301887375e-07
 但 这样 的 掩藏 反而 让 两 个人 更加 想要 打开 它 一探 究竟 ,2.741568846470922e-27
 更 不用说 门 后 的 夹层 很 可能 包含 了 更 多 与 劳 家 的 祖先 有关 的 线索 ,5.364781742504265e-40
 在 发现 隐藏 房门 后 的 第二天 — — 8 月 29 日 — — 他俩 就 找 来 了 工人 砸 开 了 那扇 封死 的 门 ,2.3310711384982017e-52
 砸 开 房门 的 同时 ,8.550776557186211e-08
 劳 铭 昌 ,0.08166666666666665
 罗 广 胜 以及 在场 的 工人 都 闻到 那种 奇怪 的 臭味 明显 浓烈 了 起来 ,1.120064480753499e-32
 所以 他们 停顿 了 一会儿 ,6.421442317101013e-09
 待 臭味 稍稍 消散 一些 才 清理 掉 了 剩下 的 砖块 ,3.6229899728005885e-22
 门 后 的 夹层 并不 宽 ,2.2132408972578745e-08
 只能 供 两个 人侧 着 身子 进出 ,2.2800720070883796e-10
 夹层 的 地 面上 铺设 着 非常 古老 的 木头 地板 ,1.3726571021925717e-19
 但 大多 已经 完全 朽 烂 了 ,6.219095221526952e-10
 而且 积 着 一层 厚厚的 灰尘 和 碎 屑 ,9.430687411981314e-15
 在 夹层 的 一端 有 一个 方形 的 地洞 ,5.541549050591343e-19
 上面 盖 着 一块 残破 的 活动 门板 — — 那种 奇怪 的 臭味 就是 从 地洞 里 传出 来 的 ,1.959342279003509e-37
 门板 上 有 一把 古 锁 ,4.060309804029733e-09
 但 早就 锈 得 看不出 原来 的 面目 了 ,1.821574227213351e-14
 因此 劳 铭 昌 让 工人 砸 开 了 锁 ,1.7732590689946365e-15
 待 门板 后 打开 ,2.766686832022584e-05
 露出 来 的 是 一个 洞口 ,2.571315254617598e-10
 地洞 的 一侧 紧贴着 地窖 的 墙壁 ,1.3483471926176138e-11
 距离 下方 的 地面 有 大约 有十 几尺 的 高度 ,8.345729986111853e-17
 但 没有 可供 上下 的 梯子 ,8.819107107026195e-12
 但 由于 空间 有限 ,4.5554758679310416e-07
 在 洞口 上 也 没 办法 看到 地窖 内 的 情形 ,3.7149025880238563e-22
 由于 缺乏 必要 的 工具 ,1.3856406924933784e-08
 所以 他们 只得 关上 了 活动 门板 ,2.8643293731346845e-13
 等 准备 充分 了 再 做 打算 ,8.811133379251561e-17
 等 他们 再次 打开 那扇 活动 门板 的 时候 已经 一周 之后 的 事情 了 ,1.7652414050464796e-28
 从 日记 的 内容 来看 ,2.425787857225644e-10
 对于 进 地窖 查 探 这件 事情 ,4.1810793967560907e-10
 劳 铭 昌 抱 有 一些 顾虑 ,7.214674900670806e-08
 不过 他 担心 的 倒 不是 鬼神 之类 的 迷信 故事 ,4.940546617205245e-21
 而是 切切实实 的 风险 ,4.090634995054415e-06
 考虑 到 劳 家 的 祖先 们 有 从事 走私 生意 的 嫌疑 ,5.09373733515388e-28
 因此 房子 的 下方 很 可能 存在 着 一些 用来 从事 地下 生意 的 秘密 通道 — — 而 他 在 房间 里 听到 的 人声 很 可能 就是 某些 人 利用 这些 古老 秘密 通道 从事 某些 活动 时发 出来 的 ,2.036057315176628e-82
 虽然 他 不 知道 那些 人 的 目的 为何 ,4.140379357407249e-17
 但 很 清楚 自己 不 应该 在 没有 任何 了解 的 情况 下 贸然 接触 那些 声音 的 源头 ,4.253636597023594e-40
 为了 安全 考虑 ,1.0443864229765012e-05
 在 砸 开 隔墙 发现 地窖 的 当天 ,2.6809825060638716e-15
 劳 铭 昌 就 给 活动 门板 上装 了 新 锁 ,1.183989519671157e-15
 后来 又 找 人来 换 了 一扇 更 结实 的 门板 ,2.165083529840063e-22
 但 另一方面 ,0.0010606060606060605
 年轻 的 罗 广 胜 却 对 那 这座 神秘 的 地窖 充满 了 兴趣 ,1.225643262320002e-32
 他 不仅 一手 操办 了 地下 勘探 需要 的 设备 与 工具 ,2.3773138542025426e-25
 还 最终 说服 了 劳 铭 昌 与 他 一同 下 地窖 去 进行 查看 ,8.495274907415497e-29
 9 月 8 日 中午 ,2.1404795574618684e-06
 劳 铭 昌 与 罗 广 胜 打开 了 通往 地窖 的 活动 门板 ,3.0454174611146977e-23
 安装 好 了 绳梯 ,5.437657327438244e-08
 然后 带 着 装备 爬 下 了 洞口 ,1.889452674016708e-15
 他们 准备 得 很 充分 ,1.609053021111129e-10
 甚至 还 带上 了 一台 手持 的 二氧化碳 检测 仪 ,1.1260394687644221e-17
 当 真正 进入 地窖 后 ,3.5020129874397816e-09
 两 个人 却 发现 这次 勘探 远 没有 想象 的 那样 困难 ,1.4397140167593927e-24
 虽然 空气 里 弥漫着 那种 熟悉 但 却 刺鼻 得 多 的 臭味 ,6.533932909303813e-24
 但 他们 并 没有 感到 呼吸 困难 ,6.168634383153679e-13
 二氧化碳 的 读数 也 在 安全 范围 内 ,1.2186053358335512e-14
 周围 的 景象 却 让 他们 有些 讶异 ,4.799831522162409e-15
 洞口 下方 是 一条 砖 砌 的 拱 道 ,1.057929811363699e-14
 整条 通道 有 大概 十 余 尺 宽 ,1.4611329142120845e-12
 房间 那么 高 ,0.00034422198805760445
 并且 每隔 一段距离 就 有 一 截 巧妙 的 拱形 结构 作为 支撑 ,4.8205217298028274e-21
 显然 是 经过 了 精心 的 设计 ,1.3169265943129504e-15
 墙面 的 砖 石 也 排列 得 非常 整齐 ,9.108007620472133e-18
 并且 留出 了 可供 放置 油灯 的 凹槽 ,1.4827290583839018e-12
 在 通道 的 一侧 — — 远离 洞口 的 那 一边 — — 有着 一座 乌 漆 大门 ,5.211700409582895e-34
 它 采用 的 是 全 凹 式 的 结构 ,1.9114255797643431e-16
 门板 要 比 两边 通道 墙壁 向 内 陷 进去 大约 三尺 的 深度 ,1.0633535203252686e-22
 留出 了 一个 较浅 的 空间 作为 门廊 ,7.705858451266706e-14
 由 于是 在 地下 ,9.256238932595395e-09
 所以 大门 省略 了 屋檐 一类 的 结构 ,4.799274132959941e-13
 但 门前 的 台阶 ,1.3134984799950506e-08
 两侧 的 门 柱石 还有 大门 方 上 的 四颗 门 簪 却 一样 不少 ,3.3180952754568455e-26
 对开 的 门板 已经 很 破旧 了 ,2.946764229649199e-11
 其中 一边 早已 脱离 了 门 轴 ,3.1100995714705256e-13
 完全 向 后 倒塌 在 了 地上 ,6.122281944375244e-16
 另一边 也 显得 摇摇欲坠 ,4.363377313406254e-06
 让 人 不敢 去 碰 ,3.9380002312217266e-09
 门 的 两侧 挂 着 一副 对联 牌匾 ,3.2872389128500104e-14
 右边 写 着 “ 千 枝 归 一本 ” ,3.4704910312466245e-13
 左边 写 着 “ 万 系 总 同 根 ” ,1.5952869497738402e-18
 中间 的 匾额 上 留有 “ 劳 家祠 ” 三个 字 ,8.511886081928257e-20
 所有 这些 刻字 还有 留着 些 上 色 的 痕迹 ,3.228552036577189e-17
 但 已经 看不出 原来 的 本色 了 ,2.8568451788539364e-13
 这个 意想不到 发现 让 劳 铭 昌 觉得 颇为 惊异 ,2.0631853632512063e-14
 作为 祭祀 先祖 和 举行 重大 仪式 的 场所 ,2.409742081718404e-19
 祠堂 的 选 址 自然 会 非常 重视 风水 与 交通 的 便利 性 ,1.7735299004452724e-26
 而 这种 将 祠堂 建 在 自家 大院 地基 下 的 行为 即便 不是 离经叛道 ,1.2594526047744422e-26
 也是 相当 罕见 的 情况 ,1.1460743121414212e-05
 这 也 让 他 想起 了 之前 在 研究 家族 历史 时 曾 读过 的 那些 声称 劳 家 修建 楼房 时 挖 走 了 大量 土方 的 书信 ,4.32535531496885e-60
 并且 不由得 纳闷 自己 的 祖先 为何 要 对 修建 祠堂 一事 保守 秘密 ,1.3659545207430657e-18
 但 他们 两人 并 没有 在 大门 前 逗留 太 长时间 ,5.13971939201415e-22
 在 查看 了 片刻 后 ,1.7905158892448187e-10
 劳 铭 昌 与 罗 广 胜 就 从 倒塌 的 那 半 边门 里 走 了 进去 ,6.829118580271281e-32
 门 后 是 一个 宽敞 的 长方形 房间 ,2.332355527606692e-16
 大抵 上 对应 着 普通 祠堂 里 的 庭院 ,2.0143050591332187e-16
 长廊 里 没有 陈列 任何 物件 ,1.1160657547287491e-09
 但 在 左右 两边 的 墙上 都 留下 了 刻字 ,5.1704846185669e-22
 右边 的 刻字 简单 讲述 了 劳 家 从 浙江 盐 官 镇 举 家 迁徙 到 山东 即 墨 而后 又 搬家 到 青岛 的 历史 ,1.6929594578376558e-47
 左边 的 刻字 则 记叙 了 劳 格 林 受 先祖 之 托 建立 祠堂 的 过程 ,2.163773408362308e-28
 对于 劳 铭 昌 而言 ,0.00020787878787878778
 墙壁 上 的 内容 都 不是 什么 新鲜 的 事情 ,7.423881000484511e-18
 因此 他 并 没有 特别 的 在意 ,2.3498923185135674e-16
 房间 的 尽头 是 另 一扇 乌 漆 大门 ,2.3109698645232142e-15
 样式 与 大门 没有 什么 区别 ,6.546193948557845e-11
 但 保存 得 相对 完好 ,1.5839469973467727e-09
 两侧 和 门楣 上 也 没有 匾额 ,5.832319413030928e-13
 小心 推开 大门 ,0.004270152505446622
 后面 是 一个 接近 正方形 的 房间 ,5.779174204878137e-12
 并且 在 正 对 大门 的 另一边 墙上 也 开着 一个 门洞 ,6.3642954954567404e-27
 按照 空间 布局 来看 ,2.1401819154628133e-06
 这个 地方 对应 的 应该 是 祠堂 里 用来 祭祀 祖先 的 享 堂 ,1.1566111393997735e-26
 但 这个 房间 里 没有 布置 在 祭祀 时用 来 安置 祖先 牌位 的 桌案 ,9.349343525702274e-29
 整个 房间 空荡荡 的 ,0.00012981360582836596
 只 在 中心 的 位置 有 一个 凹陷 下去 的 浅 坑 ,2.549487074293418e-25
 坑 的 直径 有十 余 尺 ,8.650826435731443e-10
 深 一尺 ,0.009210526315789473
 内 壁 呈 弧形 ,2.249327824775395e-05
 打磨 得 非常 光滑 ,7.091074480401344e-06
 就 像是 一口 嵌 在 地上 的 大 锅 ,1.040463807011223e-15
